Revenue
6880.9
Rack/Week,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,M,
2,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
3,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
4,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
5,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
6,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
7,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
8,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
9,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
10,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
11,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
12,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
13,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
14,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
15,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
16,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
17,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
18,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
19,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
20,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
21,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
22,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
23,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
24,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
25,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
26,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
27,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
28,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
29,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
30,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
31,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
32,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
33,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
34,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
35,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
36,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
37,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
38,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
39,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
40,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
41,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
42,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
43,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
44,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
45,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
46,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
47,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
48,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
49,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
50,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
