Revenue
27717.6
Rack/Week,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,M,
2,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
3,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
4,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
5,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
6,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
7,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
8,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
9,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
10,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
11,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
12,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
13,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
14,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
15,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
16,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
17,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
18,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
19,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
20,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
21,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
22,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
23,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
24,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
25,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
26,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
27,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
28,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
29,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
30,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
31,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
32,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
33,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
34,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
35,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
36,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
37,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
38,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
39,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
40,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
41,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
42,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
43,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
44,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
45,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
46,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
47,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
48,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
49,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
50,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
51,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
52,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
53,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
54,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
55,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
56,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
57,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
58,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
59,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
60,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
61,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
62,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
63,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
64,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
65,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
66,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
67,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
68,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
69,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
70,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
71,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
72,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
73,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
74,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
75,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
76,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
77,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
78,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
79,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
80,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
81,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
82,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
83,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
84,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
85,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
86,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
87,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
88,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
89,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
90,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
91,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
92,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
93,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
94,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
95,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
96,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
97,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
98,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
99,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
100,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
101,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
102,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
103,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
104,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
105,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
106,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
107,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
108,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
109,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
110,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
111,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
112,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
113,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
114,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
115,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
116,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
117,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
118,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
119,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
120,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
121,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
122,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
123,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
124,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
125,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
126,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
127,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
128,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
129,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
130,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
131,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
132,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
133,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
134,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
135,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
136,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
137,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
138,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
139,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
140,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
141,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
142,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
143,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
144,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
145,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
146,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
147,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
148,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
149,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
150,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
151,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
152,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
153,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
154,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
155,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
156,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
157,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
158,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
159,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
160,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
161,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
162,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
163,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
164,18,18,18,18,18,18,18,18,18,18,18,E,18,18,18,18,18,18,18,18,18,18,18,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,
165,23,23,23,23,23,23,23,23,23,E,23,23,23,23,23,23,23,23,23,E,21,21,21,21,21,21,21,E,23,23,23,23,23,23,23,23,23,E,,
166,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,3,3,3,3,E,,,
